country,station,location,email-href
Angola,"RNA R Viana

      Portuguese",,http://tunein.com/Syndication/Edit/?stationId=251463
Algeria,"Radio Ahagar

      Arabic","Tamanghasset, Regionale du Sud- Est, Algeria",http://tunein.com/Syndication/Edit/?stationId=16043
South Africa,"Thobela FM

      Mosito A Tswela Pele",,mailto:Thobelafm@sabc.co.za
Zimbabwe,"ZBC Power FM

      English","Harare, Zimbabwe",http://tunein.com/Syndication/Edit/?stationId=247889
Nigeria,"Radio Continental

      The Loudest Conversation....","Ikosi, Nigeria",mailto:contactus@rc1023.fm
Sudan,"BBC World Service Wad Madani

      BBC World Service is the...",,mailto:worldservice@bbc.co.uk
Malawi,"MBC TV

      Multilingual","Blantyre, Malawi",http://tunein.com/Syndication/Edit/?stationId=206845
Egypt,"راديو مصر

      لكل مصر","Masr, Egypt",http://tunein.com/Syndication/Edit/?stationId=122485
Libya,"LJB Holy Koran

      Arabic","Tripolis, Libyan Arab Jamahiriya",http://tunein.com/Syndication/Edit/?stationId=16151
Angola,"Radio Luanda RNA

      Portuguese",,mailto:rluanda@rna.ao
Zimbabwe,"Praise 105.2 Radio

      English","Harare, Zimbabwe",http://tunein.com/Syndication/Edit/?stationId=245456
South Africa,"Radio Islam

      The World is our Community",,mailto:support@radioislam.org.za
Angola,"RNA R Esterio

      Portuguese","Luanda, Angola",http://tunein.com/Syndication/Edit/?stationId=1696
Morocco,"Radio Chaine Inter

      French",,http://tunein.com/Syndication/Edit/?stationId=129389
Kenya,"Capital FM

      Your Best Mix of Music",,mailto:digital@capitalfm.co.ke
Mozambique,"Radio Maria (Mozambique)

      Portuguese","Matola, Mozambique",mailto:info.moz@radiomaria.org
Burundi,"RTNB 2

      Multilingual","Bujumbura, Burundi",http://tunein.com/Syndication/Edit/?stationId=109557
Tanzania,"Clouds FM

      The People's Station",,mailto:info@cloudsfm.co
Ghana,"Otec FM

      English","Kumasi, Ghana",http://tunein.com/Syndication/Edit/?stationId=238886
Malawi,"Star FM

      Better Information - Today's Best Music",,mailto:info@starradiomw.com
Libya,"Qanat AlEman 99.9

      Arabic","Tripoli, Libyan Arab Jamahiriya",http://tunein.com/Syndication/Edit/?stationId=163033
Algeria,"Radio Algeria Koran/Culture

      Arabic","Ouled Fayet, Algeria",http://tunein.com/Syndication/Edit/?stationId=117236
South Africa,"Umhlobo Wenene FM

      The Heartbeat of The Nation","Port Elizabeth, South Africa",mailto:magwan@sabc.co.za
DR Congo,"Congo Planete TV

      French",,mailto:info@congoplanet.com
Madagascar,"Alliance 92

      Votre Couleur Musicale",,mailto:frequence92@live.fr
Mali,"Radio Voix des Jeunes

      French","Bamako, Mali",http://tunein.com/Syndication/Edit/?stationId=202442
Kenya,"Salaam FM

      Radio Salaam ilianza...","Mombasa, Kenya",http://tunein.com/Syndication/Edit/?stationId=143030
Lesotho,"Lesotho Catholic Radio FM

      English",,http://tunein.com/Syndication/Edit/?stationId=142263
Sudan,"SRTC FM 100

      Arabic",,mailto:fm100@sudanradio.info
Lesotho,"BBC World Service Maseru

      BBC World Service is the...",,mailto:bbcwsafrica@bbc.co.uk
Mali,"Rabwah FM

      French","Bamako, Mali",http://tunein.com/Syndication/Edit/?stationId=203424
Tunisia,"Shems FM

      Shems FM Live : Suivez...",,mailto:contact@shemsfm.net
Guinea,"Espace FM

      La plus lionne des radios",,mailto:services@espacefmguinee.info
Mali,"Citizen Radio Voice

      The radio voice of the citizen",,http://tunein.com/Syndication/Edit/?stationId=189038
Senegal,"RTS Tamba FM

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=238790
Nigeria,"Space

      Setting new standards in Broadcasting",,http://tunein.com/Syndication/Edit/?stationId=222552
Algeria,"Radio Essouhoub

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16042
Tunisia,"Radio Tataouine

      Arabic","Remada, Tunisia",mailto:info@radiotunis.com
Tanzania,"ABOOD FM

      English","Morogoro, Tanzania",http://tunein.com/Syndication/Edit/?stationId=204750
Libya,"LJB Benghazi Radio

      Arabic","Benghazi, Libyan Arab Jamahiriya",http://tunein.com/Syndication/Edit/?stationId=16145
Reunion,"Reunion 1ere

      Réseau Outre-Mer 1ère",,http://tunein.com/Syndication/Edit/?stationId=6346
Mali,"Radio Patriote

      French","Bamako, Mali",http://tunein.com/Syndication/Edit/?stationId=116718
Ethiopia,"Afro FM

      Your Infotainment Station","Addis Abeba, Ethiopia",mailto:info@afro105fm.com
Egypt,"إذاعة القرآن الكريم

      تعتبر إذاعة القرآن الكريم...",,mailto:qurannet@ertu.org
Egypt,"الشباب و الرياضة

      Arabic",,mailto:radioinfo@ertu.org
Nigeria,"102.7 NAIJA FM

      Naija Fm102.7 na the...",,mailto:info@naija102.com
Sudan,"Alrabaa 94 FM

      Arabic","Khartoum, Sudan",mailto:info@alrabaafm.com
Madagascar,"RFI 1 Afrique

      French","Antananarivo, Madagascar",http://tunein.com/Syndication/Edit/?stationId=6267
Cote D'ivoire,"Radio Yopougon

      French",,http://tunein.com/Syndication/Edit/?stationId=10654
Morocco,"Radio Mars

      Sport 'N' Music","Casablanca, Morocco","mailto:contact@radiomars.ma        """
Gabon,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=16130
Gabon,"RFI 1 Afrique

      French","Libreville, Gabon",http://tunein.com/Syndication/Edit/?stationId=16131
Rwanda,"Radio Maria (Rwanda)

      English","Kigali, Rwanda",mailto: radiomariarwanda@gmail.com
Mayotte,"Radio La Voix Du Nord

      French","Dzoumogne, Mayotte",mailto:abdou.rvn@hotmail.fr
Tunisia,"Radio Tunis International

      la plus belle des radios","Tunis, Tunisia",mailto:rtci@radiotunisienne.tn
Madagascar,"Radio Vaovao Mahasoa

      Multilingual","Antananarivo, Madagascar",http://tunein.com/Syndication/Edit/?stationId=121023
Libya,"Shabab Libya FM

      English","Benghazi, Libyan Arab Jamahiriya",mailto:info@101LY.com
Madagascar,"Radio Fanambarana

      French",,http://tunein.com/Syndication/Edit/?stationId=176588
Sao Tome-Principe,"RFI 1 Afrique / RFI 2

      Radio France Internationale, Actualite Afrique et Monde en Franc","São Tomé, Sao Tome and Principe",http://tunein.com/Syndication/Edit/?stationId=16161
Mauritius,"MBC Kool FM

      New Sound Radio","Port Louis, Mauritius",mailto:customercare@mbc.intnet.mu
Angola,"RNA R Kwanza Norte

      Portuguese",,http://tunein.com/Syndication/Edit/?stationId=251465
Mayotte,"Radio Mayotte Web

      1ere sur la musique mahoraise","Combani, Mayotte",mailto:radio@mayottewebradio.fr
Malawi,"TWR Africa

      Your Friendly Voice In Africa",,mailto:info@twrafrica.org
Mali,"International Radio BEFO

      French",,http://tunein.com/Syndication/Edit/?stationId=189041
Senegal,"Dakar FM RTS

      French","Dakar, Senegal",http://tunein.com/Syndication/Edit/?stationId=16165
South Africa,"Radio Tygerberg FM

      Ons Verkondig Christus We Proclaim Christ",,mailto:willem@104fm.org.za
South Africa,"Radio Sonder Grense

      Afrikaans",,mailto:rekenaar@rsg.co.za
Tunisia,"Radio Sfax

      Arabic",,mailto:info@radiotunis.com
Zimbabwe,"SW Radio Africa

      The Independent Voice Of Zimbabwe.",,mailto:news@swradioafrica.com
Tanzania,"Radio Kwizera

      Jukwaa La Matumaini",,mailto:missangadam@aol.com
Namibia,"Hitradio Namibia

      Hitradio Namibia! Meine Musik. Mein Sender.",,mailto:info@hitradio.com.na
Zambia,"Radio Maranatha

      Compartiendo el mensaje de salvación","Kabwe, Zambia",mailto:fmradiomaranatha@gmail.com
Ghana,"HighLife Radio

      Quality Programming for Quality People",,mailto:info@highliferadio.com
Rwanda,"Contact FM

      Are You In Touch","Kigali, Rwanda",mailto:info@contactfm.co.rw
DR Congo,"Radio Raga FM

      French",,http://tunein.com/Syndication/Edit/?stationId=8019
Tunisia,"OXYGENE FM

      French","Bizerte, Tunisia",http://tunein.com/Syndication/Edit/?stationId=154568
Namibia,"NBC Ovambo

      German",,mailto:fzinner@nbc.na
Mauritania,"Radio Mauritanie

      Radio Nationale de la...","Nouakchott, Mauritania",mailto:info@radiomauritanie.mr
Swaziland,"Radio Swaziland Siswati

      English",,http://tunein.com/Syndication/Edit/?stationId=107957
Ethiopia,"Radio Ethiopia - National Service

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=16099
Algeria,"JIL FM

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=154053
Rwanda,"Radio Maria (Rwanda)

      English",,mailto: radiomariarwanda@gmail.com
Uganda,"CBS Radio Buganda

      Uganda's Best Radio Station","Kampala, Entebbe, Uganda",http://tunein.com/Syndication/Edit/?stationId=7477
Kenya,"East FM

      Kenya's Premier Asian Mix",,mailto:info@eastfm.com
Cameroon,"Voxafrica TV

      English",,http://tunein.com/Syndication/Edit/?stationId=103557
Mauritius,"MBC Music FM

      English","Port Louis, Port Louis, Mauritius",mailto:customercare@mbc.intnet.mu
Reunion,"RSL Radio

      Tous les hits soleil",,mailto:contact@rslradio.fm
Madagascar,"BBC World Service Antananarivo

      BBC World Service is the...",,mailto:bbcwsafrica@bbc.co.uk
Central African Republic,"Radio Ndeke Luka

      Un Projet De La","Bangui, Central African Republic",mailto:princegboute@hotmail.fr
Sudan,"SRTC Salam

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=131748
Benin,"Radio Maranatha

      French","Cotonou, Benin",mailto:maranatha.fm@serv.eit.bj
Egypt,"Radio Masr

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=245277
Madagascar,"Radio Don Bosco

      Plus Je l'écoute et Plus Je l'aime","Antananarivo, Madagascar",mailto:rdb@radiodonbosco.org
South Africa,"Umhlobo Wenene FM

      The Heartbeat of The Nation",,mailto:magwan@sabc.co.za
Nigeria,"Magic FM Aba

      Feel the Magic","Aba, Nigeria",mailto:info@magicfmnigeria.com
Reunion,"EXO FM

      La radio soleil numéro 1","Saint-Denis, Reunion",mailto:gtmoi974@yahoo.fr
Cameroon,"Kalak FM

      French","Yaoundé, Cameroon",mailto:kalak@kalakfm.com
Burundi,"Studio Ijambo

      Le dialogue c'est l'avenir !",,mailto:mdiego@sfcg.org.bi
Zambia,"Radio Liseli

      English",,http://tunein.com/Syndication/Edit/?stationId=110041
Sudan,"SRTC Quran

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=131750
Tanzania,"Times fm

      Experience Africa","Dar Es Salaam, Tanzania",mailto:info@timesfm.co.tz
Mozambique,"Rádio 95.8 FM Maputo

      A Rádio da Família","Maputo, Mozambique",mailto:internet@iurd.co.mz
Tunisia,"Radio Tunis Jeunes

      Radio Tunis offer you...","Tunis, Tunisia",mailto:radio.jeunes@radiotunisienne.tn
South Africa,"Ukhozi FM

      Luhamba Phambili",,mailto:nzimandew@sabc.co.za
Mali,"BBC World Service Bamako

      BBC World Service is the...",,mailto:worldservice@bbc.co.uk
Nigeria,"Smooth 98.1

      Love Music Love Life","Lagos, Nigeria",mailto:info@smooth981.fm
South Africa,"Jacaranda FM

      SA's Best Mix of the 80s, 90s and Now","Johannesburg, South Africa",mailto:enquiries@jacarandafm.com
Botswana,"Gabz FM

      Today's Hits Yesterday's Classics","Gaborone, Botswana",mailto:mail@gabzfm.com
Senegal,"Sama Radio Senegal

      La radio Senegalaise",,mailto:bestmoha1@gmail.com
Libya,"LibyanaHITS FM

      Get Heard !!!","Benghazi, Libyan Arab Jamahiriya",mailto:info@libyanahits.fm
Malawi,"Radio Islam Malawi

      Education For Tha Nation","Blantyre, Malawi",mailto:info@radioislam.org.mw
Egypt,"Sound of Sakia Radio

      Sound of Sakia Online...",,http://tunein.com/Syndication/Edit/?stationId=134908
South Africa,"Phalaphala FM

      Hu Bvuma Yone Fhedzi",,mailto:maumelair@sabc.co.za
Burkina Faso,"Radio Pulsar

      French",,mailto:info@monpulsar.com
Benin,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=16107
Namibia,"Katutura Community Radio

      English",,http://tunein.com/Syndication/Edit/?stationId=119486
Sudan,"Sudan National Radio Corporation

      Sincerity And Warmth Of The Floor",,http://tunein.com/Syndication/Edit/?stationId=6979
Mozambique,"Radio 99

      Portuguese",,mailto:comercial@99fm.co.mz
Angola,"RNA R Kwanza Sul

      Portuguese",,http://tunein.com/Syndication/Edit/?stationId=238799
Togo,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=6225
Angola,"RNA R Bie

      Portuguese","Kuito, Angola",http://tunein.com/Syndication/Edit/?stationId=251461
Liberia,"UNMIL Radio

      United Nations Mission in Liberia","Monrovia, Liberia",http://tunein.com/Syndication/Edit/?stationId=90632
Namibia,"Radio Ecclesia

      English","Klein Windhoek, Namibia",http://tunein.com/Syndication/Edit/?stationId=119494
Mali,"Radio Canal 2000

      French","Bamako, Mali",mailto:canal2000@spider.toolnet.org
Burkina Faso,"Radio Zoodo

      English","Ouahigouya, Burkina Faso",http://tunein.com/Syndication/Edit/?stationId=150110
Angola,"RNA R Huila

      Portuguese","Lubango, Angola",http://tunein.com/Syndication/Edit/?stationId=251455
Nigeria,"Nigeriainfo FM 95.1 Abuja

      Your #1 Talk, News & Sport Station","Abuja, Nigeria",mailto:rcahilig@coollink.us
Angola,"RNA R Namibe

      Portuguese","Namibe, Angola",http://tunein.com/Syndication/Edit/?stationId=251457
Tunisia,"Radio Gafsa

      Arabic","Gafsa, Tunisia",mailto:info@radiotunis.com
Uganda,"Radio Maria (Uganda)

      The World Family Of Radio Maria",,mailto:coordinator.uga@radiomaria.org
Togo,"Nana FM

      French",,http://tunein.com/Syndication/Edit/?stationId=86844
Reunion,"Radio Freedom FM

      French",,mailto:freedom@guetali.fr
Madagascar,"BBC World Service Antananarivo

      BBC World Service is the...","Antananarivo, Madagascar",mailto:bbcwsafrica@bbc.co.uk
Namibia,"NBC German

      Das Deutsche...",,mailto:gssecretary@nbc.na
Ghana,"Angel FM

      English",,mailto:info@angelfmonline.com
Cote D'ivoire,"BBC World Service Abidjan

      BBC World Service is the...",,mailto:worldservice@bbc.co.uk
Algeria,"Radio El Bahdja

      بعد الشدة - تجي الفرجة مع إذاعة البهجة",,mailto:info@algerian-radio.dz
Madagascar,"Ma-FM

      Multilingual","Antananarivo, Madagascar",mailto:sidonie@matv.mg
Malawi,"Radio Tigabane

      Radio Tigabane is a...","Mzuzu, Malawi",mailto:tigabane@mzuzu.org
Seychelles,"SBC Paradise FM

      Paradise FM broadcasts 24...",,mailto:Paradise.FM@sbc.sc
Togo,"Radio Lome

      La Station Du Plaisir","Lomé, Togo",mailto:radiolome@radiolome.tg
Mauritius,"MBC Taal FM

      The Mauritius Broadcasting...","Port Louis, Mauritius",mailto:customercare@mbc.intnet.mu
Tanzania,"Radio Adhana

      Swahili",,http://tunein.com/Syndication/Edit/?stationId=210742
Mauritius,"Rock Mauritius Radio

      Rock Mauritius Radio is...",,mailto:contact@rockmauritius.tk
Tanzania,"EBONY FM

      feel the difference","Iringa, Tanzania",mailto:info@ebonyfm.com
