station,city,email,country
Radio One,"Chennai, India",actionfataafat@radioone.in,India
Radio Filmy,"Kathmandu, Nepal",info@radiofilmy.com,Nepal
Voice of Strait in Minnan,"Fuzhou, Fujian, China",haixia@vo.com.cn,China
88.0 Radio Wet,"Khonkean, Thailand",wetradio@hotmail.com,Thailand
Mango Radio,"Davao, Philippines",mangoradiophils@ymail.com,Philippines
Fujian FM 987,"Fuzhou, Fujian, China",admin@fm987.com.cn,China
GFN Gwangju English Station,"Gwangju, South Korea",gfn@gfn.or.kr,South Korea
Radio Prakriti,"Dang, Nepal",info@radioprakriti.com,Nepal
Baijanath FM,"Achham, Nepal",info@baijanathfm.com,Nepal
Radio D,"Sapporo, Japan",fm776@dramacity.jp,Japan
FM Sakudaira,"Saku, Japan",fmsaku@valley.ne.jp,Japan
Radio Bihani,"Dhading, Nepal",radiobihani@gmail.com,Nepal
FM Okazaki,"Okazaki, Japan",info@okazaki.fm,Japan
Radio Pakistan - Karachi III,"Karachi, Pakistan",info@radio.gov.pk,Pakistan
MIX FM,"Beirut, Lebanon",info@mixfm.com.lb,Lebanon
Namaste FM,"Biratnagar, Nepal",namastefm@gmail.com,Nepal
Hit FM,"Delhi, India",contact@hit95fm.in,India
Suryan FM,"Lucknow, India",queries@sunnetwork.in,India
Uni Radio,"T'ao-yuan, Taiwan",service@uni967.com,Taiwan
CRI News Radio,"Guangzhou, China",mzgl@cri.com.cn,China
CNR Voice Of China Radio,"Beijing, China",hxweb@cnr.c,China
Bombo Radyo Roxas,"Roxas, Philippines",bombo_roxas@bomboradyo.com,Philippines
FM Aizu,"Aizu, Japan",info@fmaizu.com,Japan
BiG SOUND fm,"Cabanatuan City, Philippines",info@bigsound.com,Philippines
CNR - Business Radio,"Beijing, China",jingji@cnr.cn,China
中廣新聞網,"Miao-li, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Hefei News Radio,"Hefei, Anhui, China",master@hfol.com.cn,China
Galgalatz,"Jaffa, Israel",digital@galatz.co.il,Israel
VOV2,"Ho Chi Minh City, Ho Chi Minh City Siagon, Vietnam",vovnews@hn.vnn.vn.,Vietnam
Arman FM,"Kabul, Afghanistan",info@arman.fm,Afghanistan
Nippon Broadcasting System,"Tokyo, Japan",info_all@jolf.jp,Japan
Beijing Literature Radio,"Beijing, Beijing, China",kefu@rbc.cn,China
Raya FM,"Nablus, Palestinian Territory",info@raya.ps,Palestinian Territory
CRI News Radio,"Shenzhen, China",mzgl@cri.com.cn,China
Gaza FM,"Gaza, Palestinian Territory",info@gazafm.net,Palestinian Territory
FM Pikkara,"Kashiwazaki, Japan",pikkara@kisnet.or.jp,Japan
Modern Radio Ranong,"Ranong, Thailand",FM_Ranong@MCOT.NET,Thailand
FM Yutopia,"Yuzawa, Japan",fm763@yutopia.or.jp,Japan
AIR Radio West Service,"Ahmedabad, GJ, India",airlive@air.org.in,India
Home Radio Manila,"Davao, Philippines",admin@homeradiofm.net,Philippines
CNR Story Radio,"Beijing, China",cn@cnr.cn,China
FM Nemuro,"Nemuro, Japan",763@fmnemuro.com,Japan
FM Kirara,"Ube, Japan",info@kirara804.com,Japan
City FM 89,"Faisalabad, Pakistan",karachi@cityfm89.com,Pakistan
Anhui travel radio,"Hefei, China",news@ahradio.com.cn,China
Mast FM Faisalabad,"Faisalabad, Pakistan",info@mastfm103.com,Pakistan
Radio Dijla,"Basra, Iraq",RadioDijla@gmail.com,Iraq
RTB Nasional FM,"Bandar Seri Begawan, Brunei Darussalam",Nasional923fm@rtb.gov.bn,Brunei Darussalam
TBS Radio,"Tokyo, Japan",radio@tbs.co.jp,Japan
FM Kimotsuki,"Kagoshima, Japan",fm802@0033fm.net,Japan
All India Radio,"Ranchi, JH, India",airlive@air.org.in,India
Gyan Vani,"Nagpur, MH , India",imperialravi7@gmail.com,India
Best Radio Taichung,"Taichung, Taiwan",bestservice@bestradio.com.tw,Taiwan
亞洲電台 927,"T'ao-yuan, Taiwan",asiadj@asiafm.com.tw,Taiwan
Lite FM,"Taiping, Malaysia",webmaster@litefm.com.my,Malaysia
Capital Radio 93.6,"Malé, Maldives",studio@capitalradio936.com,Maldives
FM Wing,"Obihiro, Japan",fm761@fmwing.com,Japan
Radio Communidade Tokodede,"Liquica, Timor-Leste",ludysi_02@yahoo.co.id,Timor-Leste
Radio Annas,"Baghdad, Iraq",radioalnas@yahoo.com,Iraq
Shaanxi News Radio,"Xi'an, Shaanxi, China",sxradio6105@126.com,China
Purbowangi FM Gombong,"Kebumen, Indonesia",purbowangifm@yahoo.co.id,Indonesia
Rhamagong Radio,"Kupang, Indonesia",rhamagong_fm@yahoo.co.id,Indonesia
Longgang Pingshu & Music Radio,"Huludao, Liaoning, China",fm903@126.com,China
Baise News Radio,"Bose, Guangxi, China",bsdt1052@163.com,China
PAPEJA FM,"Lubuklinggau, Indonesia",radio@papejafm.co.id,Indonesia
中央人民广播电台中国之声,"Tianjin, China",cn@cnr.cn,China
Dakwatul Musthofa FM,"Lumajang, Indonesia",damufm@radiodak wahmustofa.com,Indonesia
City FM 92.9,"T'ai-chung-shih, Taiwan",service@cityfm.tw,Taiwan
AIR Radio South Service,"Dharwad, KA, India",airlive@air.org.in,India
Mazaj FM,"Amman, Jordan",info@mazajfm.com,Jordan
Choice FM,"Gorkha, Nepal",info@choicefm.org,Nepal
Hubei News Radio,"Wuhan, Hubei, China",774xwzhgb@163.com,China
Rotana FM,"Jeddah, Saudi Arabia",info@rotana.net,Saudi Arabia
CityLife FM,"Si Racha, Thailand",info@passionfm.asia,Thailand
Citra FM Wonosobo,"Wonosobo, Indonesia",citrafm_wonosobo@yahoo.co.id,Indonesia
RTB Pilihan FM,"Kampong Subok, Brunei Darussalam",rtbipro@brunet.bn,Brunei Darussalam
Radio KOL GALIM,"Haifa, TS, Israel",kolgalim1@gmail.com,Israel
Star KSA,"Dubai, United Arab Emirates",info@starksa.com,United Arab Emirates
Aap Ki Awaaz FM,"Agra, India",aapkiawazfm@gmail.com,India
Lite FM,"Colombo, Sri Lanka",imran@tnlradio.com,Sri Lanka
Synergy FM,"Narayangarh, Nepal",synergyfm@wlink.com.np,Nepal
TBC Dasi Radio 1,"Dasi, Taiwan",3518001@ms37.hinet.net,Taiwan
Radio Today,"Chittagong, Bangladesh",wm@radiotodaybd.fm,Bangladesh
Radio Mirchi,"Jalandhar, PB, India",swapnil.limje@timesgroup.com,India
Anhui Country Radio,"Hefei, Anhui, China",AM720@126.com,China
Hefei Stories Radio,"Hefei, Anhui, China",master@hfol.com.cn,China
Home Radio Manila,"Manila, Philippines",admin@homeradiofm.net,Philippines
UZR4 Do'stlik,"Tashkent, Uzbekistan",info@mtrk.uz,Uzbekistan
RTM Minnal FM,"Kuala Lumpur, Malaysia",indrasupra@live.com.my,Malaysia
Radio Orient Bethlehem,"Bethlehem, Palestinian Territory",info@orientbethlehem.net,Palestinian Territory
Hit FM,"Almaty, Kazakhstan",hitfm@hitfm.ru,Kazakhstan
Harbor Station,"Tsuruga, Japan",hs@fm779.jp,Japan
Radio Liban Libre,"Lebaa, Lebanon",info@rll.com.lb,Lebanon
Formosa Hakka,"Taipei, Taiwan",for.hakka@msa.hinet.net,Taiwan
RadioNative stereo,"Kolkata, India",contact@radionative.com,India
Happy Radio Penghu 96.7,"Magong, Taiwan",service@musicvein.com.tw,Taiwan
TNLRadio,"Colombo, Sri Lanka",imran@tnlradio.com,Sri Lanka
Radio Sargam,"Jhapa, Nepal",radiosargam888@gmail.com,Nepal
Koshi FM,"Biratnagar, Nepal",koshifm@nns.com.np,Nepal
Radio Taplejung,"Taplejung, Nepal",radiotaplejung94@gmail.com,Nepal
Hit 96.7,"Dubai, United Arab Emirates",hitfm@arnonline.com,United Arab Emirates
MANGGIS FM JAMBI,"Jambi, SU, Indonesia",sunarno@manggisfm.com,Indonesia
Bombo Radyo Baguio,"Baguio, Philippines",bombo_baguio@bomboradyo.infobaguio,Philippines
Kunming Motor Radio,"Kunming, Yunnan, China",954@fm954.net,China
All India Radio,"Khalsi, India",airlive@air.org.in,India
Beijing Bilingual Radio,"Beijing, China",netfm774@yahoo.com,China
Radio Mirchi,"Rajkot, Gujarat, India",Rajeev.nair@timesgroup.com,India
Hubei Lifestyle Radio,"Wuhan, Hubei, China",zhangyin966@yahoo.com.cn,China
Radio Karina 98.0,"Nagahuta, Indonesia",karina@kapusin.org,Indonesia
Rock Radio UAE,"Fujairah, United Arab Emirates",info@youniquegrp.com,United Arab Emirates
M Radio 975,"Changsha, Hunan, China",mgradio@sina.com,China
DBC 3,"Hong Kong, Hong Kong",info@dbc.hk,Hong Kong
Radio Sarangi Pokhara,"Pokhara, Nepal",info@radiosarangi.com,Nepal
The Open University of Japan,"Chiba, Japan",h-kikan@ouj.ac.jp,Japan
Sirasa FM,"Colombo, CO, Sri Lanka",radio@sirasafm.maharaja.lk,Sri Lanka
Xinjiang Green Radio,"Urumqi, Xinjiang, China",mw738@21cn.com,China
Mazaj FM,"Ramallah, Palestinian Territory",Info@MazajFm.Ps,Palestinian Territory
Tianjin Chinese Crosstalk Radio,"Tianjin, Tianjin, China",radiotj2010@sina.com,China
Radio 171,"Takatsuki, Japan",radio171jimukyoku@gmail.com,Japan
COME ON ! FM,"Shimonoseki, Japan",studio@c-fm.co.jp,Japan
Anhui News Radio,"Hefei, Anhui, China",news@ahradio.com.cn,China
Gansu Radio - Rural,"Lanzhou, Gansu, China",info@fm922.cn,China
Miyako Disaster Relief FM,"Miyako, Japan",miyakofm774@gmail.com,Japan
Radio Pakistan - Turbat,"Turbat, Pakistan",info@radio.gov.pk,Pakistan
Najah FM,"Nablus, Palestinian Territory",najahfm@najah.edu,Palestinian Territory
Sumer FM,"Sulaymaniyah, AS, Iraq",sumerfm@sumerfm.com,Iraq
Light FM,"Beirut, Lebanon",info@radiolightfm.com,Lebanon
Unmuh,"Jember, Indonesia",kantorpusat@unmuhjember.ac.id,Indonesia
Suryan FM,"Bhubaneswar, India",queries@sunnetwork.in,India
Radio Thailand Phetchabun,"Phetchabun, Thailand",radiothailand@prd.go.th,Thailand
Radio Sagarmatha,"Patan, Nepal",stationmanager@radiosagarmatha.org,Nepal
MyFM Tianjin 100.5,"Tianjin, China",adrep@adrepchina.com,China
We Love 92FM,"Hat Yai, Thailand",support@24fm.co,Thailand
Tama Lakeside FM,"Higashi-murayama, Japan",tamalakesidefm@gmail.com,Japan
Inner Mongolia Economics & Life Radio,"Huhehaote, Inner Mongolia, China",nmrbnet@163.com,China
OK FM,"Legazpi, Philippines",jmlocsin@gmail.com,Philippines
Athan Radio,"Ramallah, Palestinian Territory",info@mada.ps,Palestinian Territory
All India Radio,"Agra, UP, India",airlive@air.org.in,India
Jnan Taranga,"Guwahati, India",kkh_sou@yahoo.com,India
Radio 88 FM,"Tel Aviv, Israel",il88fm@gmail.com,Israel
Modern Radio Phangnga,"Phangnga, Thailand",FM_Phangnga@MCOT.NET,Thailand
AUP 88.7 FM,"Dagupan, Philippines",nolcatimbang2003@yahoo.com,Philippines
CNR Music Radio,"Beijing, China",cn@cnradio.com,China
Yichang News Radio,"Yichang, Hubei, China",sxgdtv@163.com,China
Star FM Baguio,"Baguio City, Philippines",starfmbaguio@mountainview.com.ph,Philippines
Beijing iHome Radio,"Beijing, China",kefu@rbc.cn,China
Radio Mirchi,"Raipur, Chhattisgarh, India",tarun.pathak@timesgroup.com,India
Rádio Transamérica Pop (Rede),"Nagoya, Japan",artistico@transanet.com.br,Japan
Radio Mirchi,"Kolkata, WB, India",prashant.chacko@timesgroup.com,India
883 Jia FM,"Bukit Merah Estate, SG, Singapore",feedback@883jia.com.sg,Singapore
Love Radio FM 90.3,"Kuang-jung, Taiwan",ltfm.fm903@msa.hinet.net,Taiwan
Hunan Happy 1045 Radio,"Changsha, Hunan, China",happy1045@126.com,China
PBC FM 101,"Karachi, Pakistan",info@radio.gov.pk,Pakistan
CBS Ulsan,"Ulsan, South Korea",uscbs@cbs.co.kr,South Korea
FM21,"Urazoe, Japan",radio@fm21.net,Japan
Hot FM 105 - Mithi,"Mithi, Pakistan",feedback@hotfm.com.pk,Pakistan
PiSS FM,"Ciamis, Indonesia",piss_fm@yahoo.com,Indonesia
The Master's Touch,"Pasig, Philippines",mailbox@dzfe.febc.ph,Philippines
UFM KSA,"Riyadh, Saudi Arabia",info@ufmradio.com,Saudi Arabia
RJM FM,"Pangandaran, Indonesia",rjm919fm@yahoo.com,Indonesia
Fever 104 FM,"Mumbai, India",fever104@fever.fm,India
Radio Thailand Lampang,"Chiang Mai, Thailand",lampangradio@prdnorth.in.th,Thailand
Radio Udayapur,"Gaighat, Nepal",radioudayapur@gmail.com,Nepal
Radio Dhorpatan,"Baglung, Nepal",radiodhorpatan@yahoo.com,Nepal
AIR Radio Alappuzha,"Alappuzha, KL, India",airlive@air.org.in,India
Love Radio,"Baguio City, Philippines",loveradio951@yahoo.com,Philippines
YANDAFM,"Bengkalis, Indonesia",yandafm@yahoo.com,Indonesia
Labuan FM,"Pandeglang, Indonesia",sys.suararadio@yahoo.com,Indonesia
Bay Wave,"Shiogama, Japan",781fm@bay-wave.co.jp,Japan
Bekaa Arabic Radio,"Joub Jannine, Lebanon",bekaaradio@outlook.com,Lebanon
Jiangxi Green Radio,"Nanchang, Jiangxi, China",jxgbdt@mail.jxgdw.com,China
Modern Radio Nakhon Si Thammarat,"Nakhon Si Thammarat, Thailand",mcot.digital@mcot.net,Thailand
Urumqi Radio - News,"Urumqi, Xinjiang, China",jsb@wlmqradio.com,China
Power 99 Abbottabad,"Abbottabad, Pakistan",tariq@power99.com.pk,Pakistan
Radio Next 93.2FM,"Dhaka, Bangladesh",buzz@radionext.fm,Bangladesh
Capital Radio,"Malé, Maldives",info@capital956.com,Maldives
Radio Chautari,"Lamjung, Nepal",chautarifm@gmail.com,Nepal
Yukiguni FM,"Uonuma, Japan",dandan@fm762.jp,Japan
i Like Radio (BCC Pop Network),"Taipei, Taiwan",customer@ms1.bcc.com.tw,Taiwan
DWWW,"Quezon City, Philippines",dwww774@gmail.com,Philippines
Vivek FM,"Chandigarh, India",vivekfm@gmail.com,India
Radio Mirchi,"Bangalore, Karnataka, India",rahul.balyan@timesgroup.com,India
Radio Yabis FM,"Bontang, Indonesia",sriyadi354@gmail.com,Indonesia
AS FM,"Sigli, Indonesia",asfm@asfm.co.id,Indonesia
YesFM,"Colombo, Sri Lanka",sam@yesfm.maharaja.lk,Sri Lanka
KNB,"Toyama, Japan",info@knb.ne.jp,Japan
Metro Showbiz FM,"Hong Kong, Hong Kong",prenquiry@metroradio.com.hk,Hong Kong
City 101.6 FM,"Dubai, United Arab Emirates",city1016@arn.ae,United Arab Emirates
VOICE CUE,"Shizuoka, Japan",info@777fm.com,Japan
AIR Radio South Service,"Hyderabad, AP, India",airlive@air.org.in,India
104.2 YOUR FM,"Manama, Bahrain",pr@yourfm.bh,Bahrain
Chengsheng Broadcasting (Taipei AM),"Taipei, Taiwan",csbc_server@csbc.com.tw,Taiwan
Zab FM,"Karachi, Pakistan",feedback@zabfm.org,Pakistan
TLV1,"Tel Aviv, Israel",itai@tlv1.fm,Israel
Khandbari FM,"Khandbari, Nepal",khandbarifm@gmail.com,Nepal
Cool FM,"Naga City, Philippines",coolfm967naga@yahoo.com,Philippines
Vijaya FM,"Bharatpur, Nepal",info@vijayafm.org.np,Nepal
Radio Safalta,"Kaski, Nepal",radiosafalta@gmail.com,Nepal
All India Radio,"Mathura, UP, India",airlive@air.org.in,India
Yangzhou News Radio,"Yangzhou, Jiangsu, China",blogyz@126.com,China
All India Radio,"Shimla, HP, India",airlive@air.org.in,India
Gyan Vani,"Delhi, Delhi, India",imperialravi7@gmail.com,India
FM Jaga,"Obihiro, Japan",jaga@jaga.fm,Japan
FM المدينة,"Aleppo, Syrian Arab Republic",info@almadinafm.com,Syrian Arab Republic
FM Takarazuka,"Takarazuka, Japan",fm@835.jp,Japan
FM Derana,"Colombo, Sri Lanka",fm@derana.lk,Sri Lanka
Hot FM 105 - Hyderabad,"Hyderabad, Pakistan",feedback@hotfm.com.pk,Pakistan
Sakura  Radio,"Taipei, Taiwan",sakura.fm987@msa.hinet.net,Taiwan
Asia FM 92.3,"Taipei, Taiwan",service@meisi.com.tw,Taiwan
BFBS Gurkha Radio,"Seria, Brunei Darussalam",studio@bfbs.com,Brunei Darussalam
Radio Gurbaba,"Bardiya, Nepal",fmgurbaba@gmail.com,Nepal
FM Tachikawa,"Tachikawa, Japan",info@fm844.co.jp,Japan
CRI News Plus,"Beijing, China",crieng@cri.com.cn,China
Nanchang Phoenix Radio,"Nanchang, Jiangxi, China",w_yuwen@163.com,China
VOV3,"Ho Chi Minh City, Ho Chi Minh City Siagon, Vietnam",vovnews@hn.vnn.vn,Vietnam
NewFM91 Pattaya,"Pattaya, Thailand",support@24fm.co,Thailand
Cedars Radio - VOL plus,"Beirut, Lebanon",info@CedarsRadio.com,Lebanon
FM Chupea,"Hiroshima, Japan",chupea@chupea.fm,Japan
Radio Pakistan - Gilgit,"Gilgit, Pakistan",info@radio.gov.pk,Pakistan
Inner Mongolia News Radio,"Huhehaote, Inner Mongolia, China",imbs@163.com,China
Magik FM 94.1,"Vigan, Philippines",dwvnfm@ccmci.com,Philippines
KPFM Balikpapan,"Balikpapan, Indonesia",kpfmbalikpapan@kpfm.co.id,Indonesia
Putra FM,"Serdang, Malaysia",putrafm@upm.edu.my,Malaysia
Radio Bhorukawa,"Rajbiraj, Nepal",info@bhorukawafm.org,Nepal
IRIB R Maaref,"Tehran, Iran",Radiomaaref@irib.ir,Iran
AIR Radio West Service,"Aurangabad, India",airlive@air.org.in,India
Al-Nour FM,"Beirut, Lebanon",alnour@alnour.com.lb,Lebanon
tbs eFM,"Seoul, South Korea",efm.tbs@gmail.com,South Korea
TBC Song Ling Radio,"Nantou, Taiwan",3518001@ms37.hinet.net,Taiwan
Radio Me,"Dubai, United Arab Emirates",info@radiomeonline.com,United Arab Emirates
Radyo Pilipinas,"Makati, Metro Manila, Philippines",radyo.pilipinas@gmail.com,Philippines
Shandong Country Radio,"Jinan, Shandong, China",sdgbw@126.com,China
Channel 4 FM,"Ajman, United Arab Emirates",info@channel4fm.com,United Arab Emirates
Zhongshan News Radio,"Zhongshan, Guangdong, China",info@zstv.com.cn,China
Classical FM 97.7,"T'ai-chung-shih, Taiwan",fam977@ms9.hinet.net,Taiwan
PRO 2 RRI Madiun,"Madiun, Indonesia",info@rrimadiun.net,Indonesia
Bombo Radyo Naga,"Naga, Philippines",bombo_naga@bomboradyo.info,Philippines
Radio Triveni,"Bharatpur, Nepal",radiotriveni@gmail.com,Nepal
DM 95.5,"Manila, Philippines",dm955@yahoo.com,Philippines
Kiss 91.75 FM,"Pattaya, Chonburi, Thailand",pattaya105@hotmail.com,Thailand
Yichang Traffic Music Radio,"Yichang, Hubei, China",sxgdtv@163.com,China
FM APPLE WAVE,"Hirosaki, Japan",788@applewave.co.jp,Japan
Dil FM Kallar,"Kallar, Pakistan",info@fmdil.com,Pakistan
Radio SANQ,"Seto, Japan",info@845.fm,Japan
Aghani Aghani,"Beirut, Lebanon",request@aghaniaghani.com,Lebanon
PBC FM 101,"Faisalabad, Pakistan",info@radio.gov.pk,Pakistan
Ningxia Economics Radio,"Yinchuan, Ningxia, China",jjgb@nxtv.cn,China
Radio Mirchi,"Mangalore, Karnataka, India",kiran.kumarr@timesgroup.com,India
FM Mother Ship,"Yuasa, Japan",info@fm889.net,Japan
Yes FM,"Osaka, Japan",otayori@yesfm.jp,Japan
Citizens' Radio,"Hong Kong, Hong Kong",info@citizensradio.org,Hong Kong
Bol Hyderabad 90.4,"Hyderabad, India",bolhyd90.4@gmail.com,India
Madiseti FM,"Tanahun, Nepal",madisetinews@yahoo.com,Nepal
Swara Sambas,"Sambas, Indonesia",swarasambas@yahoo.com,Indonesia
CRI News Radio,"Chongqing, China",mzgl@cri.com.cn,China
Ningbo Sunshine Radio,"Ningbo, Zhejiang, China",cql@nbradio.com,China
Happy! FM,"Sasebo, Japan",office@happyfm873.com,Japan
VOV1,"Hanoi, Hanoi, Vietnam",toasoan@vovnews.vn,Vietnam
Sapporo-mura Radio,"Sapporo, Japan",info@sapporomura.jp,Japan
Radio Mirchi,"Pune, MH, India",rakesh.moza@timesgroup.com,India
Radio Primavera,"Tasikmalaya, Indonesia",info@radioprimavera.co.id,Indonesia
Langkawi FM,"Kuah, Malaysia",langkawifm@rtm.gov.my,Malaysia
Happy Radio 97.5,"Songkhla, Thailand",webmaster@happy9750.com,Thailand
AIR Radio South Service,"Puducherry, India",airlive@air.org.in,India
Elugi FM Sagaranten,"Sagaranten, Indonesia",elugipariwara_fm@yahoo.co.id,Indonesia
Radio Bingo,"Fukuyama, Japan",bingo@fm777.co.jp,Japan
Zibo Traffic & Art Radio,"Zibo, Shandong, China",xinliaozhai@126.com,China
NERHL,"Hualian, Taiwan",service@ner.gov.tw,Taiwan
Jan FM,"Khanewal, Pakistan",info@janfm.com,Pakistan
Tianjin Nice Radio,"Tianjin, Tianjin, China",radiotj2010@sina.com,China
VOV3,"Hanoi, Hanoi, Vietnam",vovnews@hn.vnn.vn,Vietnam
Yunnan Rural Radio,"Kunming, Yunnan, China",admin@ynradio.net,China
RCC Radio,"Hiroshima, Japan",radio@rcc.net,Japan
MMDA Radio,"Manila, Philippines",oscar.inocentes@yahoo.com,Philippines
Radio Iranzamin,"Tehran, Iran",info@radioiranzamin.net,Iran
Indreni FM,"Birganj, Nepal",indrenifm@gmail.com,Nepal
KBS 1 Radio,"Seoul, South Korea",tunein_kbsradio@kbsmedia.co.kr,South Korea
Bombo Radyo Davao,"Davao City, Philippines",bombo_davao@bomboradyo.com,Philippines
Kusuma FM Cilacap,"Cilacap, Indonesia",mardiyo@kusumafm.com,Indonesia
Salam FM,"Batam Centre, Indonesia",radio_salamfm@yahoo.co.id,Indonesia
HappyTime Chiang Mai,"Chiang Mai, Thailand",boy_kung3@hotmail.com,Thailand
Modern Radio Phayao,"Phayao, Thailand",fm_phayao@mcot.net,Thailand
Damauli FM,"Tanahun, Nepal",damaulifm94.2@gmail.com,Nepal
SBC Radio,"Nagano, Japan",sbc-center@sbc21.co.jp,Japan
a7la,"Ramallah, Palestinian Territory",info@a7la.fm,Palestinian Territory
Gyan Vani,"Bhopal, MP , India",imperialravi7@gmail.com,India
Suixi Radio,"Suixi, Guangdong, China",sxtv@suixi.gov.cn,China
FM Onomichi,"Onomichi, Japan",794@fmo.co.jp,Japan
Claudio 102 FM,"Biak, Indonesia",claudio102fm@gmail.com,Indonesia
Radio Mirchi,"Nasik, Maharashtra, India",ashutosh.tiwary@timesgroup.com,India
Sky Radio,"Taichung , Taiwan",sky969@gmail.com,Taiwan
FM Apple,"Sapporo, Japan",apple@765fm.com,Japan
Radio Alaqsa Voice,"Gaza, Palestinian Territory",info@alaqsavoice.ps,Palestinian Territory
KeiLove FM,"Tasikmalaya, Indonesia",keilovefm@gmail.com,Indonesia
Bombo Radyo Cebu,"Cebu, Philippines",bombo_cebu @bomboradyo.com,Philippines
Radio Niseko,"Abuta, Japan",niseko762@radioniseko.jp,Japan
OK Click Station,"Chiang Mai, Thailand",hydrojen.tom@gmail.com,Thailand
FM Palulun,"Mito, Japan",fm762@fmpalulun.co.jp,Japan
Anyang iRadio,"Anyang, Henan, China",Fm1008haiyan@163.com,China
STV Radio,"Sapporo, Japan",live@stv.jp live@stv.jp,Japan
Azumino FM,"Azumino, Japan",761@azuminofm.co.jp,Japan
Radio Communidade Lian Matebian,"Baucau, Timor-Leste",radio.baucau@gmail.com,Timor-Leste
Hayat FM,"Amman, Jordan",info@hayat.fm,Jordan
Seongnam Bundang FM 90.7,"Seoul, South Korea",fm907@fmnara.com,South Korea
Hsinchu labor FM89.9,"Hsin-chu, Taiwan",fradio@ms55.hinet.net,Taiwan
Yangzhou Life Radio,"Yangzhou, Jiangsu, China",blogyz@126.com,China
Super FM,"Bahawalpur, Pakistan",superfm90@hotmail.com,Pakistan
Radio Rimba Pase,"Lhokseumawe, Indonesia",radiorimba_pase@yahoo.com,Indonesia
RTM Minnal FM,"Kampung Hutan Nibong, Malaysia",indrasupra@live.com.my,Malaysia
Sawt el Mada,"Beirut, Lebanon",info@sawtelmada.com,Lebanon
Radio Myu,"Toyama, Japan",info@fm761.co.jp,Japan
Bay FM Lucena,"Lucena City, Philippines",bayfm927@yahoo.com,Philippines
Jiangxi Traffic Radio,"Nanchang, Jiangxi, China",info@mail.jxgdw.com,China
Qingdao Literature & Arts Radio,"Qingdao, Shandong, China",service@qrtv.qingdaomedia.com,China
Bintang Tenggara,"Banyuwangi, Indonesia",bintangtenggara956@gmail.com,Indonesia
All India Radio,"Rampur, India",airlive@air.org.in,India
Rotana Radio Jordan,"Amman, Jordan",stream@rotanaradio.jo,Jordan
Guangxi Beibu Bay Radio,"Nanning, Guangxi, China",gyxgc@163.com,China
Best Radio (East),"Hualien, Taiwan",bestservice@bestradio.com.tw,Taiwan
All India Radio,"New Delhi, India",airlive@air.org.in,India
Tangshan News Radio,"Tangshan, Hebei, China",radiots@163.com,China
All India Radio,"Allahabad, UP, India",airlive@air.org.in,India
AIR Radio West Service,"Rajkot, GJ, India",airlive@air.org.in,India
DJATI FM,"Banda Aceh, Indonesia",djati@djatifm.com,Indonesia
Chaozhou Radio - Chinese Opera & Folk Music,"Chaozhou, Guangdong, China",gdczbtv@sina.com,China
FM Nishi-Tokyo,"Tokyo, Japan",egao842@west-tokyo.co.jp,Japan
Radio Gandaki,"Kaski, Nepal",info@gandakimedia.com,Nepal
Youngdong CBS FM,"Gangneung, South Korea",jschoi@cbs.co.kr,South Korea
Kalinchowk fm,"Charikot, Nepal",kalinchowkfm106.4mhz@gmail.com,Nepal
All India Radio,"Asansol, WB, India",airlive@air.org.in,India
Guizhou Traffic Radio,"Guiyang, Guizhou, China",gz952@sina.com,China
RGS FM PONOROGO,"Ponorogo, Indonesia",admin@gemasuryafm.com,Indonesia
HI FM,"Muscat, Oman",studio@hifmradio.com,Oman
Wuhan Children Radio,"Wuhan, Hubei, China",set936@163.com,China
Henan Opera Radio,"Zhengzhou, Henan, China",services@contact.hnr.cn,China
hitz fm,"Klang, Malaysia",webmaster@hitz.fm,Malaysia
FM 100 Karachi,"Karachi, Pakistan",info@fm100pakistan.com,Pakistan
NRJ Energy,"Beirut, Lebanon",info@nrjlebanon.com,Lebanon
Melody FM,"Damascus, Syrian Arab Republic",info@melodysyria.com,Syrian Arab Republic
Beat Radio - Online,"Namakkal, TN, India",murugan.ksrfm@gmail.com,India
Lanzhou Traffic & Music Radio,"Lanzhou, Gansu, China",lzr@lzr.com.cn,China
漢聲廣播電台,"Yun-lin, Taiwan",vohradio@voh.com.tw,Taiwan
FM Jaigo Wave,"Tsugaru, Japan",live@fm-jaigo.co.jp,Japan
Radio Tiroz,"Khujand, Tajikistan",radio@tiroz.org,Tajikistan
Kamakura FM,"Kamakura, Japan",msg@kamakurafm.co.jp,Japan
Suria FM,"Taiping, Malaysia",webmaster@suriafm.com.my,Malaysia
Voice of Time Gujranwala,"Gujranwala, Pakistan",contact@votnetwork.com,Pakistan
中廣新聞網,"Chang-hua, Taiwan",customer@ms1.bcc.com.tw,Taiwan
KL FM,"Kuala Lumpur, Malaysia",info@kl.fm,Malaysia
New Prasasty Fm,"Banyuwangi, Indonesia",newprasastyfm@gmail.com,Indonesia
Hezhou News Radio,"Hezhou, Guangxi, China",hzdtxwb@163.com,China
AIR Radio South Service,"Coimbatore, TN, India",airlive@air.org.in,India
Sinar FM,"Ipoh, Malaysia",webmaster@sinar.fm,Malaysia
Fly Radio,"T'ao-yuan, Taiwan",service@meisi.com.tw,Taiwan
Inayah Radio,"Tasikmalaya, Indonesia",inayahfm@gmail.com,Indonesia
